review_item_id,source_page_key,eval_mode,mismatch_type,truth_id,prediction_id,confidence,iou_25,best_iou,human_error_bucket,human_review_status,human_notes,overlay_path,crop_path
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0026,model_only_tiled,false_positive,truth_001,pred_002,0.757741,0.321389,0.321389,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0026_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0026,pipeline_full,localization_low_iou,truth_001,pred_001,0.840408,0.357948,0.357948,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260309 - Drawing Rev2- Steel Grab Bars\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_whole_001_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0027,model_only_tiled,false_positive,truth_001,pred_001,0.717966,0.507436,0.507436,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0027_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0027,pipeline_full,localization_low_iou,truth_001,pred_001,0.735047,0.448441,0.448441,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260309 - Drawing Rev2- Steel Grab Bars\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_whole_001_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_001,0.915036,0.061639,0.061639,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_002,0.865935,0.073423,0.073423,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_003,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_003,0.820989,0.046715,0.046715,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_003.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:truth:truth_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_negative,truth_001,pred_002,0.865935,0.073423,0.073423,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,pipeline_full,false_positive,truth_001,pred_001,0.912869,0.226011,0.226011,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260309 - Drawing Rev2- Steel Grab Bars\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_whole_001_large.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:pipeline_full:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,pipeline_full,false_positive,truth_001,pred_002,0.927286,0.077325,0.077325,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260309 - Drawing Rev2- Steel Grab Bars\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_whole_002_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:pipeline_full:truth:truth_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,pipeline_full,false_negative,truth_001,pred_001,0.912869,0.226011,0.226011,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260309 - Drawing Rev2- Steel Grab Bars\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_whole_001_large.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_001,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_001,0.938478,0.325612,0.325612,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_001.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_002,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_002,0.923123,0.346575,0.346575,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_002.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_003,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_001,pred_003,0.906871,0.143762,0.143762,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_003.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_004,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_004,0.843172,0.103636,0.103636,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_004.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_005,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_001,pred_005,0.841989,0.399234,0.399234,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_005.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_006,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_006,0.807545,0.105594,0.105594,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_006.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_007,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,localization_low_iou,truth_002,pred_007,0.747757,0.432443,0.432443,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_007.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_009,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_009,0.578081,0.12448,0.12448,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_009.png
260313_-_VA_Biloxi_Rev_3_p0188:model_only_tiled:pred:pred_010,260313_-_VA_Biloxi_Rev_3:p0188,model_only_tiled,false_positive,truth_002,pred_010,0.511719,0.02232,0.02232,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0188_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0188_cloud_010.png
260313_-_VA_Biloxi_Rev_3_p0188:pipeline_full:pred:pred_001,260313_-_VA_Biloxi_Rev_3:p0188,pipeline_full,localization_low_iou,truth_002,pred_001,0.977278,0.475886,0.475886,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260313_-_VA_Biloxi_Rev_3_p0188_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260313 - VA Biloxi Rev 3\260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_whole_001_large.png
260313_-_VA_Biloxi_Rev_3_p0188:pipeline_full:pred:pred_002,260313_-_VA_Biloxi_Rev_3:p0188,pipeline_full,localization_low_iou,truth_001,pred_002,0.937547,0.402142,0.402142,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260313_-_VA_Biloxi_Rev_3_p0188_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260313 - VA Biloxi Rev 3\260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_whole_002_large.png
260313_-_VA_Biloxi_Rev_3_p0197:model_only_tiled:pred:pred_003,260313_-_VA_Biloxi_Rev_3:p0197,model_only_tiled,false_positive,truth_002,pred_003,0.794024,0.258792,0.258792,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260313_-_VA_Biloxi_Rev_3_p0197_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260313_-_VA_Biloxi_Rev_3_811badc1_p0197_cloud_003.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:pred:pred_001,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_positive,truth_002,pred_001,0.953992,0.140125,0.140125,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260313 - VA Biloxi Rev 3\260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:truth:truth_001,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_negative,truth_001,pred_001,0.953992,0.091915,0.091915,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260313 - VA Biloxi Rev 3\260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:truth:truth_002,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_negative,truth_002,pred_001,0.953992,0.140125,0.140125,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260313 - VA Biloxi Rev 3\260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_003,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_003,0.882375,0.354849,0.354849,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_003.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_004,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_001,pred_004,0.874506,0.327028,0.327028,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_004.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_005,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_001,pred_005,0.851732,0.111859,0.111859,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_005.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_006,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_006,0.837475,0.158745,0.158745,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_006.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_007,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_004,pred_007,0.764076,0.208795,0.208795,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_007.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_008,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,localization_low_iou,truth_001,pred_008,0.760143,0.431518,0.431518,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_008.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_009,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_009,0.725689,0.182538,0.182538,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_009.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_010,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,localization_low_iou,truth_002,pred_010,0.723602,0.426987,0.426987,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\model_only_tiled\260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_model_only_tiled_page_disjoint_real_20260502\crops\260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_010.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:pipeline_full:pred:pred_001,260303-VA_Biloxi_Rev_5_RFI-126:p0007,pipeline_full,localization_low_iou,truth_002,pred_001,0.959087,0.259466,0.259466,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260303-VA_Biloxi_Rev_5_RFI-126_p0007_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260303-VA Biloxi Rev 5 RFI-126\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_whole_001_large.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:pipeline_full:truth:truth_001,260303-VA_Biloxi_Rev_5_RFI-126:p0007,pipeline_full,false_negative,truth_001,pred_001,0.959087,0.124499,0.124499,,unreviewed,,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_human_audited_mismatch_review_20260504\overlay_packet\overlays\pipeline_full\260303-VA_Biloxi_Rev_5_RFI-126_p0007_pipeline_full_truth_vs_predictions.jpg,F:\Desktop\m\projects\scopeLedger\CloudHammer_v2\outputs\baseline_pipeline_full_page_disjoint_real_20260502\whole_cloud_candidates\crops\260303-VA Biloxi Rev 5 RFI-126\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_whole_001_large.png
